datetime,locomotive_id,Speed,primary_locomotive_speed
09:00.0,BNSF8409,0.00,0.00
09:01.0,BNSF8409,0.00,0.00
09:02.0,BNSF8409,0.00,0.00
09:03.0,BNSF8409,0.00,0.00
09:04.0,BNSF8409,0.00,0.00
09:05.0,BNSF8409,0.00,0.00
09:06.0,BNSF8409,0.00,0.00
09:08.0,BNSF8409,0.00,0.00
09:09.0,BNSF8409,0.00,0.00
09:10.0,BNSF8409,0.00,0.00
09:11.0,BNSF8409,0.00,0.00
09:12.0,BNSF8409,0.00,0.00
09:13.0,BNSF8409,0.00,0.00
09:14.0,BNSF8409,0.00,0.00
09:15.0,BNSF8409,0.00,0.00
09:16.0,BNSF8409,0.00,0.00
09:17.0,BNSF8409,0.00,0.00
09:18.0,BNSF8409,0.00,0.00
09:19.0,BNSF8409,0.00,0.00
09:20.0,BNSF8409,0.00,
09:21.0,BNSF8409,0.00,0.00
09:22.0,BNSF8409,0.00,0.00
09:23.0,BNSF8409,0.00,0.00
09:24.0,BNSF8409,0.00,0.00
09:25.0,BNSF8409,0.00,0.00
09:26.0,BNSF8409,0.00,0.00
09:27.0,BNSF8409,0.00,0.00
09:28.0,BNSF8409,0.00,0.00
09:29.0,BNSF8409,0.00,0.00
09:30.0,BNSF8409,0.00,0.00
09:31.0,BNSF8409,0.00,0.00
09:32.0,BNSF8409,0.00,0.00
09:33.0,BNSF8409,0.00,0.00
09:34.0,BNSF8409,0.00,0.00
09:35.0,BNSF8409,0.00,0.00
09:36.0,BNSF8409,0.00,0.00
09:37.0,BNSF8409,0.00,0.00
09:38.0,BNSF8409,0.00,0.00
09:39.0,BNSF8409,0.00,0.00
09:40.0,BNSF8409,0.00,0.00
09:41.0,BNSF8409,0.00,0.00
09:42.0,BNSF8409,0.00,0.00
09:43.0,BNSF8409,0.00,0.00
09:44.0,BNSF8409,0.00,0.00
09:45.0,BNSF8409,0.00,0.00
09:46.0,BNSF8409,0.00,0.00
09:47.0,BNSF8409,0.00,0.00
09:48.0,BNSF8409,0.00,0.00
09:49.0,BNSF8409,0.00,0.00
09:50.0,BNSF8409,0.00,0.00
09:51.0,BNSF8409,0.00,0.00
09:52.0,BNSF8409,0.00,0.00
09:53.0,BNSF8409,0.00,0.00
09:54.0,BNSF8409,0.00,0.00
09:55.0,BNSF8409,0.00,0.00
09:56.0,BNSF8409,0.00,0.00
09:57.0,BNSF8409,0.00,0.00
09:58.0,BNSF8409,0.00,0.00
09:59.0,BNSF8409,0.00,0.00
10:00.0,BNSF8409,0.00,0.00
10:01.0,BNSF8409,0.00,0.00
10:02.0,BNSF8409,0.00,0.00
10:03.0,BNSF8409,0.00,0.00
10:04.0,BNSF8409,0.00,0.00
10:05.0,BNSF8409,0.00,0.00
10:06.0,BNSF8409,0.00,0.00
10:07.0,BNSF8409,0.00,0.00
10:08.0,BNSF8409,0.00,0.00
10:09.0,BNSF8409,0.00,0.00
10:10.0,BNSF8409,0.00,0.00
10:11.0,BNSF8409,0.00,0.00
10:12.0,BNSF8409,0.00,0.00
36:24.0,BNSF8409,0.00,0.00
36:25.0,BNSF8409,0.00,0.00
36:26.0,BNSF8409,0.00,0.00
36:27.0,BNSF8409,0.00,0.00
36:28.0,BNSF8409,0.00,0.00
36:29.0,BNSF8409,0.00,0.00
36:30.0,BNSF8409,0.00,0.00
36:31.0,BNSF8409,0.00,0.00
36:32.0,BNSF8409,0.00,0.00
36:33.0,BNSF8409,0.00,0.00
36:34.0,BNSF8409,0.00,0.00
36:35.0,BNSF8409,0.00,0.00
36:36.0,BNSF8409,0.00,0.00
36:37.0,BNSF8409,0.00,0.00
36:38.0,BNSF8409,0.00,0.00
36:39.0,BNSF8409,0.00,0.00
36:40.0,BNSF8409,0.00,0.00
36:41.0,BNSF8409,0.00,0.00
36:42.0,BNSF8409,0.00,0.00
36:43.0,BNSF8409,0.00,0.00
36:44.0,BNSF8409,0.00,0.00
36:45.0,BNSF8409,0.00,0.00
36:46.0,BNSF8409,0.00,0.00
36:47.0,BNSF8409,0.00,0.00
36:48.0,BNSF8409,0.00,0.00
36:49.0,BNSF8409,0.00,0.00
36:50.0,BNSF8409,0.00,0.00
36:51.0,BNSF8409,0.00,0.00
36:52.0,BNSF8409,0.00,0.00
36:53.0,BNSF8409,0.00,
36:54.0,BNSF8409,0.00,0.00
36:55.0,BNSF8409,0.00,0.00
36:56.0,BNSF8409,0.00,0.00
36:57.0,BNSF8409,0.00,0.00
36:58.0,BNSF8409,0.00,0.00
36:59.0,BNSF8409,0.00,0.00
37:00.0,BNSF8409,0.00,0.00
37:01.0,BNSF8409,0.00,0.00
37:02.0,BNSF8409,0.00,0.00
37:03.0,BNSF8409,0.00,0.00
37:04.0,BNSF8409,0.00,0.00
37:05.0,BNSF8409,0.00,0.00
37:06.0,BNSF8409,0.00,0.00
37:07.0,BNSF8409,0.00,0.00
37:08.0,BNSF8409,0.00,0.00
37:09.0,BNSF8409,0.00,0.00
37:10.0,BNSF8409,0.00,0.00
37:11.0,BNSF8409,0.00,0.00
37:12.0,BNSF8409,0.00,0.00
37:13.0,BNSF8409,0.00,0.00
37:14.0,BNSF8409,0.00,0.00
37:15.0,BNSF8409,0.00,0.00
37:16.0,BNSF8409,0.00,0.00
37:17.0,BNSF8409,0.00,0.00
37:18.0,BNSF8409,0.00,0.00
37:19.0,BNSF8409,0.00,0.00
37:20.0,BNSF8409,0.00,0.00
37:21.0,BNSF8409,0.00,0.00
37:22.0,BNSF8409,0.00,0.00
37:23.0,BNSF8409,0.00,0.00
37:24.0,BNSF8409,0.00,0.00
37:25.0,BNSF8409,0.00,0.00
37:26.0,BNSF8409,0.00,0.00
37:27.0,BNSF8409,0.00,0.00
37:28.0,BNSF8409,0.00,0.00
37:29.0,BNSF8409,0.00,0.00
37:30.0,BNSF8409,0.00,0.00
37:31.0,BNSF8409,0.00,0.00
37:32.0,BNSF8409,0.00,0.00
37:33.0,BNSF8409,0.00,0.00
37:34.0,BNSF8409,0.00,0.00
37:35.0,BNSF8409,0.00,0.00
37:36.0,BNSF8409,0.00,0.00
37:37.0,BNSF8409,0.00,0.00
37:38.0,BNSF8409,0.00,0.00
37:39.0,BNSF8409,0.00,0.00
37:40.0,BNSF8409,0.00,0.00
37:41.0,BNSF8409,0.00,0.00
37:42.0,BNSF8409,0.00,0.00
37:43.0,BNSF8409,0.00,0.00
37:44.0,BNSF8409,0.00,0.00
37:45.0,BNSF8409,0.00,0.00
37:46.0,BNSF8409,0.00,0.00
37:47.0,BNSF8409,0.00,0.00
37:48.0,BNSF8409,0.00,0.00
37:49.0,BNSF8409,0.00,0.00
37:50.0,BNSF8409,0.00,0.00
37:51.0,BNSF8409,0.00,0.00
37:52.0,BNSF8409,0.00,0.00
37:53.0,BNSF8409,0.00,0.00
37:54.0,BNSF8409,0.00,0.00
37:55.0,BNSF8409,0.00,0.00
37:56.0,BNSF8409,0.00,0.00
37:57.0,BNSF8409,0.00,0.00
37:58.0,BNSF8409,0.00,0.00
37:59.0,BNSF8409,0.00,0.00
38:00.0,BNSF8409,0.00,0.00
38:01.0,BNSF8409,0.00,0.00
38:02.0,BNSF8409,0.00,0.00
38:03.0,BNSF8409,0.00,0.00
38:04.0,BNSF8409,0.00,0.00
38:05.0,BNSF8409,0.00,0.00
38:06.0,BNSF8409,0.00,0.00
38:07.0,BNSF8409,0.00,0.00
38:08.0,BNSF8409,0.00,0.00
38:09.0,BNSF8409,0.00,0.00
38:10.0,BNSF8409,0.00,0.00
38:11.0,BNSF8409,0.00,0.00
38:12.0,BNSF8409,0.00,0.00
38:13.0,BNSF8409,0.00,0.00
38:14.0,BNSF8409,0.00,0.00
38:15.0,BNSF8409,0.00,0.00
38:16.0,BNSF8409,0.00,0.00
38:17.0,BNSF8409,0.00,0.00
38:18.0,BNSF8409,0.00,0.00
38:19.0,BNSF8409,0.00,0.00
38:20.0,BNSF8409,0.00,0.00
38:21.0,BNSF8409,0.00,0.00
38:22.0,BNSF8409,0.00,0.00
38:23.0,BNSF8409,0.00,0.00
38:24.0,BNSF8409,0.00,0.00
38:25.0,BNSF8409,0.00,0.00
38:26.0,BNSF8409,0.00,0.00
38:27.0,BNSF8409,0.00,0.00
38:28.0,BNSF8409,0.00,0.00
38:29.0,BNSF8409,0.00,0.00
38:30.0,BNSF8409,0.00,0.00
38:31.0,BNSF8409,0.00,0.00
38:32.0,BNSF8409,0.00,0.00
38:33.0,BNSF8409,0.00,0.00
38:34.0,BNSF8409,0.00,0.00
38:35.0,BNSF8409,0.00,0.00
38:36.0,BNSF8409,0.00,0.00
38:37.0,BNSF8409,0.00,0.00
38:38.0,BNSF8409,0.00,0.00
38:39.0,BNSF8409,0.00,0.00
38:40.0,BNSF8409,0.00,0.00
38:41.0,BNSF8409,0.00,0.00
38:42.0,BNSF8409,0.00,0.00
38:43.0,BNSF8409,0.00,0.00
38:44.0,BNSF8409,0.00,0.00
38:45.0,BNSF8409,0.00,0.00
38:46.0,BNSF8409,0.00,0.00
38:47.0,BNSF8409,0.00,0.00
38:48.0,BNSF8409,0.00,0.00
38:49.0,BNSF8409,0.00,0.00
38:50.0,BNSF8409,0.00,0.00
38:51.0,BNSF8409,0.00,0.00
38:52.0,BNSF8409,0.00,0.00
38:53.0,BNSF8409,0.00,0.00
38:54.0,BNSF8409,0.00,0.00
38:55.0,BNSF8409,0.00,0.00
38:56.0,BNSF8409,0.00,0.00
38:57.0,BNSF8409,0.00,0.00
38:58.0,BNSF8409,0.00,0.00
38:59.0,BNSF8409,0.00,0.00
39:00.0,BNSF8409,0.00,0.00
39:01.0,BNSF8409,0.00,0.00
39:02.0,BNSF8409,0.00,0.00
39:03.0,BNSF8409,0.00,0.00
39:04.0,BNSF8409,0.00,0.00
39:05.0,BNSF8409,0.00,0.00
39:06.0,BNSF8409,0.00,0.00
39:07.0,BNSF8409,0.00,0.00
39:08.0,BNSF8409,0.00,0.00
39:09.0,BNSF8409,0.00,0.00
39:10.0,BNSF8409,0.00,0.00
39:11.0,BNSF8409,0.00,0.00
39:12.0,BNSF8409,0.00,0.00
39:13.0,BNSF8409,0.00,0.00
39:14.0,BNSF8409,0.00,0.00
39:15.0,BNSF8409,0.00,0.00
39:16.0,BNSF8409,0.00,0.00
39:17.0,BNSF8409,0.00,0.00
39:18.0,BNSF8409,0.00,0.00
39:19.0,BNSF8409,0.00,0.00
39:20.0,BNSF8409,0.00,0.00
39:21.0,BNSF8409,0.00,0.00
39:22.0,BNSF8409,0.00,0.00
39:23.0,BNSF8409,0.00,0.00
39:24.0,BNSF8409,0.00,0.00
39:25.0,BNSF8409,0.00,0.00
39:26.0,BNSF8409,0.00,0.00
39:27.0,BNSF8409,0.00,0.00
39:28.0,BNSF8409,0.00,0.00
39:29.0,BNSF8409,0.00,0.00
39:30.0,BNSF8409,0.00,0.00
39:31.0,BNSF8409,0.00,0.00
39:32.0,BNSF8409,0.00,0.00
39:33.0,BNSF8409,0.00,0.00
39:34.0,BNSF8409,0.00,0.00
39:35.0,BNSF8409,0.00,0.00
39:36.0,BNSF8409,0.00,0.00
39:37.0,BNSF8409,0.00,0.00
39:38.0,BNSF8409,0.00,0.00
39:39.0,BNSF8409,0.00,0.00
39:40.0,BNSF8409,0.00,0.00
39:41.0,BNSF8409,0.00,0.00
39:42.0,BNSF8409,0.00,0.00
39:43.0,BNSF8409,0.00,0.00
39:44.0,BNSF8409,0.00,0.00
39:45.0,BNSF8409,0.00,0.00
39:46.0,BNSF8409,0.00,0.00
39:47.0,BNSF8409,0.00,0.00
39:48.0,BNSF8409,0.00,0.00
39:49.0,BNSF8409,0.00,0.00
39:50.0,BNSF8409,0.00,0.00
17:14.0,BNSF8409,0.00,0.00
17:15.0,BNSF8409,0.00,0.00
17:16.0,BNSF8409,0.00,0.00
17:17.0,BNSF8409,0.00,0.00
17:18.0,BNSF8409,0.00,0.00
17:19.0,BNSF8409,0.00,0.00
17:20.0,BNSF8409,0.00,0.00
17:21.0,BNSF8409,0.00,0.00
17:22.0,BNSF8409,0.00,0.00
17:23.0,BNSF8409,0.00,0.00
17:24.0,BNSF8409,0.00,0.00
17:25.0,BNSF8409,0.00,0.00
17:26.0,BNSF8409,0.00,0.00
17:27.0,BNSF8409,0.00,0.00
17:28.0,BNSF8409,0.00,0.00
17:29.0,BNSF8409,0.00,0.00
17:30.0,BNSF8409,0.00,0.00
17:31.0,BNSF8409,0.00,0.00
17:32.0,BNSF8409,0.00,0.00
17:33.0,BNSF8409,0.00,0.00
17:34.0,BNSF8409,0.00,0.00
17:35.0,BNSF8409,0.00,0.00
17:36.0,BNSF8409,0.00,0.00
17:37.0,BNSF8409,0.00,0.00
17:38.0,BNSF8409,0.00,0.00
17:39.0,BNSF8409,0.00,0.00
17:40.0,BNSF8409,0.00,0.00
17:41.0,BNSF8409,0.00,0.00
17:42.0,BNSF8409,0.00,0.00
17:43.0,BNSF8409,0.00,0.00
17:44.0,BNSF8409,0.00,0.00
17:45.0,BNSF8409,0.00,0.00
17:46.0,BNSF8409,0.00,0.00
17:47.0,BNSF8409,0.00,0.00
17:48.0,BNSF8409,0.00,0.00
17:49.0,BNSF8409,0.00,0.00
17:50.0,BNSF8409,0.00,0.00
17:51.0,BNSF8409,0.00,0.00
17:52.0,BNSF8409,0.00,0.00
17:53.0,BNSF8409,0.00,0.00
17:54.0,BNSF8409,0.00,0.00
17:55.0,BNSF8409,0.00,0.00
17:56.0,BNSF8409,0.00,0.00
17:57.0,BNSF8409,0.00,0.00
17:58.0,BNSF8409,0.00,0.00
17:59.0,BNSF8409,0.00,0.00
18:00.0,BNSF8409,0.00,0.00
18:01.0,BNSF8409,0.00,0.00
18:02.0,BNSF8409,0.00,0.00
18:03.0,BNSF8409,0.00,0.00
18:04.0,BNSF8409,0.00,0.00
18:05.0,BNSF8409,0.00,0.00
18:06.0,BNSF8409,0.00,0.00
18:07.0,BNSF8409,0.00,0.00
18:08.0,BNSF8409,0.00,0.00
18:09.0,BNSF8409,0.00,0.00
18:10.0,BNSF8409,0.00,0.00
18:11.0,BNSF8409,0.00,0.00
18:12.0,BNSF8409,0.00,0.00
18:13.0,BNSF8409,0.00,0.00
18:14.0,BNSF8409,0.00,0.00
18:15.0,BNSF8409,0.00,0.00
18:16.0,BNSF8409,0.00,0.00
18:17.0,BNSF8409,0.00,0.00
18:18.0,BNSF8409,0.00,0.00
18:19.0,BNSF8409,0.00,0.00
18:20.0,BNSF8409,0.00,0.00
18:21.0,BNSF8409,0.00,0.00
18:22.0,BNSF8409,0.00,0.00
18:23.0,BNSF8409,0.00,0.00
18:24.0,BNSF8409,0.00,0.00
18:25.0,BNSF8409,0.00,0.00
18:26.0,BNSF8409,0.00,0.00
18:27.0,BNSF8409,0.00,0.00
18:28.0,BNSF8409,0.00,0.00
18:29.0,BNSF8409,0.00,0.00
18:30.0,BNSF8409,0.00,0.00
18:31.0,BNSF8409,0.00,0.00
18:32.0,BNSF8409,0.00,0.00
18:33.0,BNSF8409,0.00,0.00
18:34.0,BNSF8409,0.00,0.00
18:35.0,BNSF8409,0.00,0.00
18:36.0,BNSF8409,0.00,0.00
18:37.0,BNSF8409,0.00,0.00
18:38.0,BNSF8409,0.00,0.00
18:39.0,BNSF8409,0.00,0.00
18:40.0,BNSF8409,0.00,0.00
18:41.0,BNSF8409,0.00,0.00
18:42.0,BNSF8409,0.00,0.00
18:43.0,BNSF8409,0.00,0.00
18:44.0,BNSF8409,0.00,0.00
18:45.0,BNSF8409,0.00,0.00
18:46.0,BNSF8409,0.00,0.00
18:47.0,BNSF8409,0.00,0.00
18:48.0,BNSF8409,0.00,0.00
18:49.0,BNSF8409,0.00,0.00
18:50.0,BNSF8409,0.00,0.00
18:51.0,BNSF8409,0.00,0.00
18:52.0,BNSF8409,0.00,0.00
18:53.0,BNSF8409,0.00,0.00
18:54.0,BNSF8409,0.00,0.00
18:55.0,BNSF8409,0.00,0.00
18:56.0,BNSF8409,0.00,0.00
18:57.0,BNSF8409,0.00,0.00
18:58.0,BNSF8409,0.00,0.00
18:59.0,BNSF8409,0.00,0.00
19:00.0,BNSF8409,0.00,0.00
19:01.0,BNSF8409,0.00,0.00
19:02.0,BNSF8409,0.00,0.00
19:03.0,BNSF8409,0.00,0.00
19:04.0,BNSF8409,0.00,0.00
19:05.0,BNSF8409,0.00,0.00
19:06.0,BNSF8409,0.00,0.00
19:07.0,BNSF8409,0.00,0.00
19:08.0,BNSF8409,0.00,0.00
19:09.0,BNSF8409,0.00,0.00
19:10.0,BNSF8409,0.00,0.00
19:11.0,BNSF8409,0.00,0.00
19:12.0,BNSF8409,0.00,0.00
19:13.0,BNSF8409,0.00,0.00
19:14.0,BNSF8409,0.00,0.00
19:15.0,BNSF8409,0.00,0.00
19:16.0,BNSF8409,0.00,0.00
19:17.0,BNSF8409,0.00,0.00
19:18.0,BNSF8409,0.00,0.00
19:19.0,BNSF8409,0.00,0.00
19:20.0,BNSF8409,0.00,0.00
19:21.0,BNSF8409,0.00,0.00
19:22.0,BNSF8409,0.00,0.00
19:23.0,BNSF8409,0.00,0.00
19:24.0,BNSF8409,0.00,0.00
19:25.0,BNSF8409,0.00,0.00
19:26.0,BNSF8409,0.00,0.00
19:27.0,BNSF8409,0.00,0.00
19:28.0,BNSF8409,0.00,0.00
19:29.0,BNSF8409,0.00,0.00
19:30.0,BNSF8409,0.00,0.00
19:31.0,BNSF8409,0.00,0.00
19:32.0,BNSF8409,0.00,0.00
19:33.0,BNSF8409,0.00,0.00
19:34.0,BNSF8409,0.00,0.00
19:35.0,BNSF8409,0.00,0.00
19:36.0,BNSF8409,0.00,0.00
19:37.0,BNSF8409,0.00,0.00
19:38.0,BNSF8409,0.00,0.00
19:39.0,BNSF8409,0.00,0.00
19:40.0,BNSF8409,0.00,0.00
19:41.0,BNSF8409,0.00,0.00
19:42.0,BNSF8409,0.00,0.00
19:43.0,BNSF8409,0.00,0.00
19:44.0,BNSF8409,0.00,0.00
19:45.0,BNSF8409,0.00,0.00
19:46.0,BNSF8409,0.00,0.00
19:47.0,BNSF8409,0.00,0.00
19:48.0,BNSF8409,0.00,0.00
19:49.0,BNSF8409,0.00,0.00
19:50.0,BNSF8409,0.00,0.00
19:51.0,BNSF8409,0.00,0.00
19:52.0,BNSF8409,0.00,0.00
19:53.0,BNSF8409,0.00,0.00
19:54.0,BNSF8409,0.00,0.00
19:55.0,BNSF8409,0.00,0.00
19:56.0,BNSF8409,0.00,0.00
19:57.0,BNSF8409,0.00,0.00
19:58.0,BNSF8409,0.00,0.00
19:59.0,BNSF8409,0.00,0.00
20:00.0,BNSF8409,0.00,0.00
20:01.0,BNSF8409,0.00,0.00
20:02.0,BNSF8409,0.00,0.00
20:03.0,BNSF8409,0.00,0.00
20:04.0,BNSF8409,0.00,0.00
20:05.0,BNSF8409,0.00,0.00
20:06.0,BNSF8409,0.00,0.00
20:07.0,BNSF8409,0.00,0.00
20:08.0,BNSF8409,0.00,0.00
20:09.0,BNSF8409,0.00,0.00
20:10.0,BNSF8409,0.00,0.00
20:11.0,BNSF8409,0.00,0.00
20:12.0,BNSF8409,0.00,0.00
20:13.0,BNSF8409,0.00,0.00
20:14.0,BNSF8409,0.00,0.00
20:15.0,BNSF8409,0.00,0.00
20:16.0,BNSF8409,0.00,0.00
20:17.0,BNSF8409,0.00,0.00
20:18.0,BNSF8409,0.00,0.00
20:19.0,BNSF8409,0.00,0.00
20:20.0,BNSF8409,0.00,0.00
20:21.0,BNSF8409,0.00,0.00
20:22.0,BNSF8409,0.00,
20:23.0,BNSF8409,0.00,0.00
20:24.0,BNSF8409,0.00,0.00
20:25.0,BNSF8409,0.00,0.00
20:26.0,BNSF8409,0.00,0.00
20:27.0,BNSF8409,0.00,0.00
20:28.0,BNSF8409,0.00,0.00
20:29.0,BNSF8409,0.00,0.00
20:30.0,BNSF8409,0.00,0.00
20:31.0,BNSF8409,0.00,0.00
20:32.0,BNSF8409,0.00,0.00
20:33.0,BNSF8409,0.00,0.00
20:34.0,BNSF8409,0.00,0.00
20:35.0,BNSF8409,0.00,0.00
20:36.0,BNSF8409,0.00,0.00
20:37.0,BNSF8409,0.00,0.00
20:38.0,BNSF8409,0.00,0.00
20:39.0,BNSF8409,0.00,0.00
44:46.0,BNSF8409,0.00,0.00
44:47.0,BNSF8409,0.00,0.00
44:48.0,BNSF8409,0.00,0.00
44:49.0,BNSF8409,0.00,0.00
44:50.0,BNSF8409,0.00,0.00
44:51.0,BNSF8409,0.00,0.00
44:52.0,BNSF8409,0.00,0.00
44:53.0,BNSF8409,0.00,0.00
44:54.0,BNSF8409,0.00,0.00
44:55.0,BNSF8409,0.00,0.00
44:56.0,BNSF8409,0.00,0.00
44:57.0,BNSF8409,0.00,0.00
44:58.0,BNSF8409,0.00,0.00
44:59.0,BNSF8409,0.00,0.00
45:00.0,BNSF8409,0.00,0.00
45:01.0,BNSF8409,0.00,0.00
45:02.0,BNSF8409,0.00,0.00
45:03.0,BNSF8409,0.00,0.00
45:04.0,BNSF8409,0.00,0.00
45:05.0,BNSF8409,0.00,0.00
45:06.0,BNSF8409,0.00,0.00
45:07.0,BNSF8409,0.00,0.00
45:08.0,BNSF8409,0.00,0.00
45:09.0,BNSF8409,0.00,0.00
45:10.0,BNSF8409,0.00,0.00
45:11.0,BNSF8409,0.00,0.00
45:12.0,BNSF8409,0.00,0.00
45:13.0,BNSF8409,0.00,0.00
45:14.0,BNSF8409,0.00,0.00
45:15.0,BNSF8409,0.00,0.00
45:16.0,BNSF8409,0.00,0.00
45:17.0,BNSF8409,0.00,0.00
45:18.0,BNSF8409,0.00,0.00
45:19.0,BNSF8409,0.00,0.00
45:20.0,BNSF8409,0.00,0.00
45:21.0,BNSF8409,0.00,0.00
45:22.0,BNSF8409,0.00,0.00
45:23.0,BNSF8409,0.00,0.00
45:24.0,BNSF8409,0.00,0.00
45:25.0,BNSF8409,0.00,0.00
45:26.0,BNSF8409,0.00,0.00
45:27.0,BNSF8409,0.00,0.00
45:28.0,BNSF8409,0.00,0.00
45:29.0,BNSF8409,0.00,0.00
45:30.0,BNSF8409,0.00,0.00
45:31.0,BNSF8409,0.00,0.00
45:32.0,BNSF8409,0.00,0.00
45:33.0,BNSF8409,0.00,0.00
45:34.0,BNSF8409,0.00,0.00
45:35.0,BNSF8409,0.00,0.00
45:36.0,BNSF8409,0.00,0.00
45:37.0,BNSF8409,0.00,0.00
45:38.0,BNSF8409,0.00,0.00
45:39.0,BNSF8409,0.00,0.00
45:40.0,BNSF8409,0.00,0.00
45:41.0,BNSF8409,0.00,0.00
45:42.0,BNSF8409,0.00,0.00
45:43.0,BNSF8409,0.00,0.00
45:44.0,BNSF8409,0.00,0.00
45:45.0,BNSF8409,0.00,0.00
45:46.0,BNSF8409,0.00,0.00
45:47.0,BNSF8409,0.00,0.00
45:48.0,BNSF8409,0.00,0.00
45:49.0,BNSF8409,0.00,0.00
45:50.0,BNSF8409,0.00,0.00
45:51.0,BNSF8409,0.00,0.00
45:52.0,BNSF8409,0.00,0.00
45:53.0,BNSF8409,0.00,0.00
45:54.0,BNSF8409,0.00,0.00
45:55.0,BNSF8409,0.00,0.00
45:56.0,BNSF8409,0.00,0.00
45:57.0,BNSF8409,0.00,0.00
45:58.0,BNSF8409,0.00,0.00
45:59.0,BNSF8409,0.00,0.00
46:00.0,BNSF8409,0.00,0.00
46:01.0,BNSF8409,0.00,0.00
46:02.0,BNSF8409,0.00,0.00
46:03.0,BNSF8409,0.00,0.00
46:04.0,BNSF8409,0.00,0.00
46:05.0,BNSF8409,0.00,0.00
46:06.0,BNSF8409,0.00,0.00
46:07.0,BNSF8409,0.00,0.00
46:08.0,BNSF8409,0.00,0.00
46:09.0,BNSF8409,0.00,0.00
46:10.0,BNSF8409,0.00,0.00
46:11.0,BNSF8409,0.00,0.00
46:12.0,BNSF8409,0.00,0.00
46:13.0,BNSF8409,0.00,0.00
46:14.0,BNSF8409,0.00,0.00
46:15.0,BNSF8409,0.00,0.00
46:16.0,BNSF8409,0.00,0.00
46:17.0,BNSF8409,0.00,0.00
46:18.0,BNSF8409,0.00,0.00
46:19.0,BNSF8409,0.00,0.00
46:20.0,BNSF8409,0.00,0.00
46:21.0,BNSF8409,0.00,0.00
46:22.0,BNSF8409,0.00,0.00
46:23.0,BNSF8409,0.00,0.00
46:24.0,BNSF8409,0.00,0.00
46:25.0,BNSF8409,0.00,0.00
46:26.0,BNSF8409,0.00,0.00
46:27.0,BNSF8409,0.00,0.00
46:28.0,BNSF8409,0.00,0.00
46:29.0,BNSF8409,0.00,0.00
46:30.0,BNSF8409,0.00,0.00
46:31.0,BNSF8409,0.00,0.00
46:32.0,BNSF8409,0.00,0.00
46:33.0,BNSF8409,0.00,0.00
46:34.0,BNSF8409,0.00,0.00
46:35.0,BNSF8409,0.00,0.00
46:36.0,BNSF8409,0.00,0.00
46:37.0,BNSF8409,0.00,0.00
46:38.0,BNSF8409,0.00,0.00
46:39.0,BNSF8409,0.00,0.00
46:40.0,BNSF8409,0.00,0.00
46:41.0,BNSF8409,0.00,0.00
46:42.0,BNSF8409,0.00,0.00
46:43.0,BNSF8409,0.00,0.00
46:44.0,BNSF8409,0.00,0.00
46:45.0,BNSF8409,0.00,0.00
46:46.0,BNSF8409,0.00,0.00
46:47.0,BNSF8409,0.00,0.00
46:48.0,BNSF8409,0.00,0.00
46:49.0,BNSF8409,0.00,0.00
46:50.0,BNSF8409,0.00,0.00
46:51.0,BNSF8409,0.00,0.00
46:52.0,BNSF8409,0.00,0.00
46:53.0,BNSF8409,0.00,0.00
46:54.0,BNSF8409,0.00,0.00
46:55.0,BNSF8409,0.00,0.00
46:56.0,BNSF8409,0.00,0.00
46:57.0,BNSF8409,0.00,0.00
46:58.0,BNSF8409,0.00,0.00
46:59.0,BNSF8409,0.00,0.00
47:00.0,BNSF8409,0.00,0.00
47:01.0,BNSF8409,0.00,0.00
47:02.0,BNSF8409,0.00,0.00
47:03.0,BNSF8409,0.00,0.00
47:04.0,BNSF8409,0.00,0.00
47:05.0,BNSF8409,0.00,0.00
47:06.0,BNSF8409,0.00,0.00
47:07.0,BNSF8409,0.00,0.00
47:08.0,BNSF8409,0.00,0.00
47:09.0,BNSF8409,0.00,0.00
47:10.0,BNSF8409,0.00,0.00
47:11.0,BNSF8409,0.00,0.00
47:12.0,BNSF8409,0.00,0.00
47:13.0,BNSF8409,0.00,0.00
47:14.0,BNSF8409,0.00,0.00
47:15.0,BNSF8409,0.00,0.00
47:16.0,BNSF8409,0.00,0.00
47:17.0,BNSF8409,0.00,0.00
47:18.0,BNSF8409,0.00,0.00
47:19.0,BNSF8409,0.00,0.00
47:20.0,BNSF8409,0.00,0.00
47:21.0,BNSF8409,0.00,0.00
47:22.0,BNSF8409,0.00,0.00
47:23.0,BNSF8409,0.00,0.00
47:24.0,BNSF8409,0.00,0.00
47:25.0,BNSF8409,0.00,0.00
47:26.0,BNSF8409,0.00,0.00
47:27.0,BNSF8409,0.00,0.00
47:28.0,BNSF8409,0.00,0.00
47:29.0,BNSF8409,0.00,0.00
47:30.0,BNSF8409,0.00,0.00
47:31.0,BNSF8409,0.00,0.00
47:32.0,BNSF8409,0.00,0.00
47:33.0,BNSF8409,0.00,0.00
47:34.0,BNSF8409,0.00,0.00
47:35.0,BNSF8409,0.00,0.00
47:36.0,BNSF8409,0.00,0.00
47:37.0,BNSF8409,0.00,0.00
47:38.0,BNSF8409,0.00,0.00
47:39.0,BNSF8409,0.00,0.00
47:40.0,BNSF8409,0.00,0.00
47:41.0,BNSF8409,0.00,0.00
47:42.0,BNSF8409,0.00,0.00
47:43.0,BNSF8409,0.00,0.00
47:44.0,BNSF8409,0.00,0.00
47:45.0,BNSF8409,0.00,0.00
